accession,study,bioproject_accession,biosample_accession,library_ID,title,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,filetype,shear_method,size_selection,DeepConsensus_version,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,filename,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,sample_ID,path,production,data_type,notes,MM_tag,ntsm_score,coverage
SRR30729164,SRP305758,PRJNA701308,SAMN17861660,HG01928_lib1_dc_m64136_220609_181426,PacBio HiFi sequencing of HG01928 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01928.m64136_220609_181426.dc.q20.fastq.gz,2178778,44348402423,44.35,648,60322,20354,17580,20136,22410,18175,20710,23063,HG01928,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01928/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01928.m64136_220609_181426.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.615871,14.31
SRR30729162,SRP305758,PRJNA701308,SAMN26237498,HG01934_lib1_dc_m64136_210725_054129,PacBio HiFi sequencing of HG01934 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01934.m64136_210725_054129.dc.q20.fastq.gz,1500733,30968302004,30.97,124,63686,20635,17349,19181,23221,17740,20257,24513,HG01934,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210725_054129.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,bc1020 barcoded adapter,,0.583427,9.99
SRR30729161,SRP305758,PRJNA701308,SAMN26237498,HG01934_lib1_dc_m64136_210728_163638,PacBio HiFi sequencing of HG01934 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01934.m64136_210728_163638.dc.q20.fastq.gz,1516354,31223342812,31.22,564,61208,20591,17328,19137,23154,17711,20182,24448,HG01934,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210728_163638.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,bc1020 barcoded adapter,,0.591845,10.07
SRR30729160,SRP305758,PRJNA701308,SAMN26237498,HG01934_lib1_dc_m64136_210726_163800,PacBio HiFi sequencing of HG01934 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01934.m64136_210726_163800.dc.q20.fastq.gz,1202701,24811691936,24.81,287,59745,20629,17361,19196,23204,17749,20258,24485,HG01934,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210726_163800.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,bc1020 barcoded adapter,,0.596385,8.0
SRR30729157,SRP305758,PRJNA701308,SAMN26237498,HG01934_lib1_dc_m64136_210723_184622,PacBio HiFi sequencing of HG01934 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01934.m64136_210723_184622.dc.q20.fastq.gz,1406132,28732433888,28.73,279,60002,20433,17277,18995,22901,17636,19900,24184,HG01934,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01934/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01934.m64136_210723_184622.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,bc1020 barcoded adapter,,0.63178,9.27
SRR30729156,SRP305758,PRJNA701308,SAMN37797101,HG01940_PB1_dc_m64334e_220422_151506,PacBio HiFi sequencing of HG01940 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01940.m64334e_220422_151506.dc.q20.fastq.gz,1793789,33301680310,33.3,78,73899,18564,14040,17627,22059,15661,19665,24459,HG01940,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01940/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01940.m64334e_220422_151506.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.550378,10.74
SRR30729144,SRP305758,PRJNA701308,SAMN37797101,HG01940_PB1_dc_m64330e_220415_164034,PacBio HiFi sequencing of HG01940 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01940.m64330e_220415_164034.dc.q20.fastq.gz,1806740,32983272914,32.98,301,76188,18255,13793,17302,21676,15369,19311,24085,HG01940,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01940/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01940.m64330e_220415_164034.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.562309,10.64
SRR30729143,SRP305758,PRJNA701308,SAMN37797101,HG01940_PB1_dc_m64334e_220424_021126,PacBio HiFi sequencing of HG01940 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01940.m64334e_220424_021126.dc.q20.fastq.gz,1727541,32001040460,32.0,87,69085,18524,14038,17594,21994,15629,19605,24363,HG01940,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01940/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01940.m64334e_220424_021126.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.599074,10.32
SRR30729142,SRP305758,PRJNA701308,SAMN37797101,HG01940_PB1_dc_m64334e_220304_185513,PacBio HiFi sequencing of HG01940 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01940.m64334e_220304_185513.dc.q20.fastq.gz,858135,14867983620,14.87,521,68028,17325,13335,16197,20063,14470,17823,22440,HG01940,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01940/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01940.m64334e_220304_185513.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.634798,4.8
SRR30729141,SRP305758,PRJNA701308,SAMN37797101,HG01940_PB1_dc_m64334e_220426_185110,PacBio HiFi sequencing of HG01940 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01940.m64334e_220426_185110.dc.q20.fastq.gz,460563,9186649130,9.19,562,86026,19946,15054,18908,23704,16772,21116,26280,HG01940,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01940/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01940.m64334e_220426_185110.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.698133,2.96
SRR30729140,SRP305758,PRJNA701308,SAMN37797102,HG01960_PB1_dc_m54306Ue_220410_130603,PacBio HiFi sequencing of HG01960 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01960.m54306Ue_220410_130603.dc.q20.fastq.gz,1578562,28789071958,28.79,114,68157,18237,14356,17303,21205,15420,18818,23106,HG01960,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01960/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01960.m54306Ue_220410_130603.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.567166,9.29
SRR30729138,SRP305758,PRJNA701308,SAMN37797102,HG01960_PB1_dc_m64330e_220401_181429,PacBio HiFi sequencing of HG01960 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01960.m64330e_220401_181429.dc.q20.fastq.gz,1640639,29448483276,29.45,124,75765,17949,14180,17008,20807,15184,18476,22658,HG01960,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01960/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01960.m64330e_220401_181429.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.59768,9.5
SRR30729137,SRP305758,PRJNA701308,SAMN37797102,HG01960_PB1_dc_m54306Ue_220409_033640,PacBio HiFi sequencing of HG01960 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01960.m54306Ue_220409_033640.dc.q20.fastq.gz,1927354,35016174527,35.02,114,62892,18168,14301,17228,21111,15360,18734,23013,HG01960,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01960/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01960.m54306Ue_220409_033640.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.612111,11.3
SRR30729136,SRP305758,PRJNA701308,SAMN37797102,HG01960_PB1_dc_m64330e_220412_185021,PacBio HiFi sequencing of HG01960 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01960.m64330e_220412_185021.dc.q20.fastq.gz,1844885,33255231381,33.26,424,67249,18025,14219,17085,20913,15242,18567,22773,HG01960,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01960/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01960.m64330e_220412_185021.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.62242,10.73
SRR30729135,SRP305758,PRJNA701308,SAMN37797103,HG01969_PB1_dc_m54306Ue_220422_144937,PacBio HiFi sequencing of HG01969 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01969.m54306Ue_220422_144937.dc.q20.fastq.gz,1605810,37916993490,37.92,72,69290,23612,19160,22169,26683,20021,23658,28910,HG01969,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m54306Ue_220422_144937.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.566879,12.23
SRR30729134,SRP305758,PRJNA701308,SAMN37797103,HG01969_PB1_dc_m64330e_220305_053001,PacBio HiFi sequencing of HG01969 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01969.m64330e_220305_053001.dc.q20.fastq.gz,868827,16653069728,16.65,279,69333,19167,14188,17884,22840,15898,20311,25935,HG01969,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m64330e_220305_053001.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.610169,5.37
SRR30729133,SRP305758,PRJNA701308,SAMN37797103,HG01969_PB1_dc_m64055e_220506_051029,PacBio HiFi sequencing of HG01969 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01969.m64055e_220506_051029.dc.q20.fastq.gz,1431352,25563667027,25.56,384,66157,17859,12877,16620,21511,14643,19127,24486,HG01969,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m64055e_220506_051029.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.613229,8.25
SRR30729132,SRP305758,PRJNA701308,SAMN37797103,HG01969_PB1_dc_m54306Ue_220227_055825,PacBio HiFi sequencing of HG01969 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01969.m54306Ue_220227_055825.dc.q20.fastq.gz,872003,20537616025,20.54,541,76326,23552,19200,22183,26571,20044,23599,28675,HG01969,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m54306Ue_220227_055825.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.622047,6.63
SRR30729131,SRP305758,PRJNA701308,SAMN37797103,HG01969_PB1_dc_m64055e_220517_182131,PacBio HiFi sequencing of HG01969 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01969.m64055e_220517_182131.dc.q20.fastq.gz,592297,10516090364,10.52,56,64972,17754,12834,16550,21398,14580,19006,24287,HG01969,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m64055e_220517_182131.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.66503,3.39
SRR30729130,SRP305758,PRJNA701308,SAMN37797103,HG01969_PB1_dc_m64334e_220415_144515,PacBio HiFi sequencing of HG01969 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG01969.m64334e_220415_144515.dc.q20.fastq.gz,745701,10855296086,10.86,209,39592,14557,12744,14190,16123,13114,14684,16799,HG01969,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01969/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01969.m64334e_220415_144515.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.6728,3.5
SRR30729129,SRP305758,PRJNA701308,SAMN17861662,HG01978_lib1_dc_m64136_220522_143827,PacBio HiFi sequencing of HG01978 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01978.m64136_220522_143827.dc.q20.fastq.gz,2541107,50231868375,50.23,86,77760,19767,17431,18707,20718,17649,19105,21787,HG01978,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01978/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01978.m64136_220522_143827.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.548875,16.2
SRR30729127,SRP305758,PRJNA701308,SAMN17861662,HG01978_lib1_dc_m64136_220520_191100,PacBio HiFi sequencing of HG01978 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG01978.m64136_220520_191100.dc.q20.fastq.gz,1955347,38676771751,38.68,75,65507,19780,17438,18722,20730,17657,19119,21809,HG01978,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG01978/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG01978.m64136_220520_191100.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.566192,12.48
SRR30729126,SRP305758,PRJNA701308,SAMN26267380,HG02071.HFSS_dc_m64076_210607_215041,PacBio HiFi sequencing of HG02071 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 19kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02071.m64076_210607_215041.dc.q20.fastq.gz,2077347,39016097289,39.02,40,56020,18781,15933,18092,20994,16446,18873,21983,HG02071,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02071.m64076_210607_215041.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.544848,12.59
SRR30729125,SRP305758,PRJNA701308,SAMN26267380,HG02071.HFSS_dc_m64076_210604_225751,PacBio HiFi sequencing of HG02071 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 19kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02071.m64076_210604_225751.dc.q20.fastq.gz,2098658,39918482027,39.92,76,56450,19020,16105,18359,21330,16653,19176,22326,HG02071,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02071.m64076_210604_225751.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.55919,12.88
SRR30729235,SRP305758,PRJNA701308,SAMN26267380,HG02071.HFSS_dc_m64076_210609_084637,PacBio HiFi sequencing of HG02071 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 19kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02071.m64076_210609_084637.dc.q20.fastq.gz,1804885,34798427966,34.8,68,62061,19280,16281,18645,21697,16873,19497,22710,HG02071,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02071.m64076_210609_084637.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.596475,11.23
SRR30729234,SRP305758,PRJNA701308,SAMN26267380,HG02071a.HFSS_dc_m54329U_210507_224951,PacBio HiFi sequencing of HG02071 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 22kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02071.m54329U_210507_224951.dc.q20.fastq.gz,198871,4098879227,4.1,768,44677,20610,17376,19774,23059,17952,20688,24250,HG02071,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02071/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02071.m54329U_210507_224951.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.739159,1.32
SRR30729233,SRP305758,PRJNA701308,SAMN26267381,HG02074.HFSS_dc_m64076_210630_101034,PacBio HiFi sequencing of HG02074 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 24kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02074.m64076_210630_101034.dc.q20.fastq.gz,1894334,37792526040,37.79,86,58575,19950,17213,19276,22145,17638,19966,23022,HG02074,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02074/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02074.m64076_210630_101034.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.55527,12.19
SRR30729232,SRP305758,PRJNA701308,SAMN26267381,HG02074.HFSS_dc_m54329U_210626_074001,PacBio HiFi sequencing of HG02074 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 24kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02074.m54329U_210626_074001.dc.q20.fastq.gz,2152385,41495505754,41.5,74,52820,19278,16743,18510,21179,17078,19107,22057,HG02074,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02074/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02074.m54329U_210626_074001.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.566057,13.39
SRR30729231,SRP305758,PRJNA701308,SAMN26267381,HG02074.HFSS_dc_m54329U_210630_194237,PacBio HiFi sequencing of HG02074 rebasecalled with DeepConsensus v1.2,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 24kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02074.m54329U_210630_194237.dc.q20.fastq.gz,1726226,33252477262,33.25,86,57433,19263,16738,18496,21148,17067,19090,22019,HG02074,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02074/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02074.m54329U_210630_194237.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,,0.577745,10.73
